commit_hex,exp,rexp,sexp,NDEV,AGE,NUC,LA,LD,NF,LT,entropy,NS,ND,commit_time,fix,isBug,bug_id
d512bdeb12010d94f47b464d2e424d3ae03fa7d0,1,1,1,1,0,0,0.774193548,0,0.5,31,0,0,0,1371623747,0,0,
d55722b80cec76fc6df316ebbfac7751b2747c7d,1,0,0,1,0,0,0.6875,0,0.5,16,0,0,0,1373006532,0,0,
e02e99d88265d12abf1d7109d5d799bdcba7f64f,1,0,0,1,0,0,0.933333333,0,0.333333333,15,0,0,0,1373160665,0,0,
c20fd6454e5733628ead3f129c7e803c1ead5b94,1,0,0,1,0,0,0.982168331,0,0.88,179,4.019094363,19,2,1376567855,0,0,
99109eebb2e31be24764d41b22bb71ae4e08c19d,1,0,0,1,0,0,0.967741935,0,0.038461538,31,0,1,1,1377406707,0,0,
6ec449856d9d4191a6aa510dae57d035ae72ab5d,1,0,0,2,81.02203704,1,0.138888889,0,0.038461538,36,0,0,0,1378624051,0,0,
e9d9d024801ecaae642da650dfbb802486e87f67,1,0,0,1,23.8,1,0.965668371,0.894083272,1.5,179,4.829938088,28,1,1378624175,0,0,
a8208011ea59384745ce3e55e97b880ff0ecb89d,1,0,0,1,0,0,0.994186047,0,0.037037037,172,0,8,1,1378624208,0,0,
38ba994ef9716eb0f7caabe6be68e20275a63646,1,0,0,2,0,1,0.970149254,0,0.068965517,35,0.998462856,8,1,1378624249,0,0,
8ac50786a59707d001a43ea63a68da16deb84be4,1,0,0,1,0,0,0.96,0,0.033333333,25,0,1,1,1378624336,0,0,
d0845d8363b4612a9283958b3781f8b00b6b25ed,1,0,0,1,0,0,0.984615385,0,0.032258065,65,0,1,1,1378624361,0,0,
a7a63973641bfce2c517828f579a4021a8fd660d,1,0,0,2,0,1,0.981424149,0,0.162162162,111,2.267427654,2,2,1378624402,0,0,
ad00bcaf60fe5b9e1c5ef582bc48443a243c2f07,1,0,0,1,44.41254051,2,0.648571429,0.002857143,0.078947368,233,1.233583872,0,0,1378624437,0,0,
5547d6aa180baa6474eec7eb337beb59b5592055,1,0,0,2,0.005115741,1,0.076923077,0,0.026315789,39,0,0,0,1378624493,0,0,
9f99267665c91d75e0d9c18e4afe1b7386fd8dd4,1,0,0,2,0.000752315,1,0.113636364,0,0.026315789,44,0,0,0,1378624558,0,0,
1e078b23dc0cf8c830033599e7c04d75727abe7d,1,0,0,1,0,0,0.972222222,0,0.025641026,72,0,8,1,1378624610,0,0,
63c66cd05636b510194b36fe909d916fbdde17bf,1,0,0,2,0.022372685,1,0.478873239,0.26056338,0.025641026,142,0,1,1,1378626335,0,0,
c26e512a55da1a0decdaae3ce270cea5df94650a,1,0,0,2,0.295027778,4,0.167577413,0.030965392,0.15,178,2.357103728,18,4,1378650179,0,0,
0d78ff0bd687b37711405963bd36e3ae02e4f520,1,0,0,2,0.763564815,6,0.77540107,0.77345649,1.219512195,233,5.103692516,56,4,1378693075,0,1,ZEPPELIN-41
0537aead6d93b0c5afd880c62671a18536e866ad,1,0,0,1,0.607563657,2,0.051401869,0.018691589,0.048780488,179,0.721928095,9,2,1378711232,0,0,
8736fb21e67360266ec2a43d5db772ca2596b40a,1,0,0,1,1.301828704,1,0,0.677966102,0.05,118,0.543564443,14,1,1378805553,0,0,
2f93c5974bc255bbc8a0fedbc0f398c69e50273a,1,0,0,1,2.422476852,1,0.208222812,0.302387268,0.216216216,205,2.522487498,14,1,1378902377,0,0,
e24285ec74826f068ca3e23785e226d0f99bac2f,1,0,0,1,0.597314815,1,0.181818182,0.014799154,0.054054054,283,0.085742683,1,1,1378953985,0,0,
5c3d83b86a17d9b9fd86959028427ca3c2b50020,1,0,0,1,2.823858252,4,0.546649146,1.394218134,0.846153846,290,4.278243868,21,1,1378995956,0,0,
c4c126b3bb60ab740109f65d64358cdd96878922,1,0,0,1,1.769450231,3,0.481927711,0.018741633,0.292682927,239,2.026082742,24,2,1379090076,0,0,
3a49b62b9452f86a594c91a35d5fb3ec2a032adf,1,0,0,1,0.869270833,2,0.079268293,0.054878049,0.048780488,247,0.266764988,9,1,1379118121,0,0,
2875857e671dfe0920df87a78577e76bcf1fae84,1,0,0,1,15.84791667,2,0,0.126984127,0.05,189,0.249882293,1,1,1379130180,0,0,
28a861a20a0278069f5cb32dc8e7bf4572c560f6,1,0,0,1,19.97789352,1,0.114285714,0,0.025,35,0,1,1,1379132797,0,0,
e552ac2092bb84e68fb771bd450c28905fb683c0,1,0,0,1,0.75994213,3,0.445727483,0.080831409,0.214285714,98,2.428925473,16,1,1379132850,0,0,
5e5b8c419e7cc0829e81c2168c116e27705f785b,1,0,0,1,0,0,0.985074627,0,0.023255814,67,0,8,1,1379132873,0,0,
4e4436b6c047e169ec05d174d2a5ac8059ae8eb0,1,0,0,1,5.886701389,1,0.034482759,0.034482759,0.023255814,29,0,0,0,1379133048,0,0,
e00a264ce88b000295b4b8e6a429c9f112790b13,1,0,0,1,0.496456019,2,0.142367067,0.048027444,0.11627907,298,1.82604606,15,1,1379148365,0,0,
f5c75487652a894f0a0ff9d7cc4893d7c4985213,1,0,0,1,2.944523148,6,0.351804124,0.150773196,0.238095238,250,2.547218666,17,2,1379303660,0,0,
cd52a5c611048ef0d635b690a1d068a02d5de39b,1,0,0,1,0.010104167,1,0.332075472,0.022641509,0.046511628,185,0.68193532,14,1,1379304533,0,0,
ffa6c37fe8bcfcbc55cf241ed5a75384d8229663,1,0,0,1,2.20534465,6,0.337864078,0.038834951,0.291666667,298,3.008483873,32,2,1379404697,0,0,
f5516068edaef12dac536e375b25b687633e2474,1,0,0,1,14.40164159,2,0.183609959,0.109958506,0.125,311,2.218081159,21,1,1380596562,0,0,
a781de31afc34db6a09e6c8b60ea28ff171eb93a,1,0,0,2,17.09778108,5,0.282577904,0.033286119,0.240740741,326,3.144413162,27,4,1380696157,0,1,ZEPPELIN-41
